Feature,Importance
CURRENT_AGE_DEID,0.4443080213685254
TMB,0.2128576140222494
NUM_LINES,0.0820109413942731
GENDER_MALE,0.046269386495092
TREATMENT,0.03875279786932917
TP53_mut,0.03539275614856192
APC_mut,0.033828561861881955
RAS_mut,0.032585401583238215
PIK3CA_mut,0.031358912816977856
BRAF_mut,0.02371784568325736
TMB_high,0.018917760756613507
